"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.133503077187387,0.278526373139015,0.0932040594442359,NA,NA,NA,NA,NA,0.144263957443488,0.0997368203980555
"12.5",0.127142526170636,0.286017941870456,0.103537315243242,NA,NA,NA,NA,NA,0.145683291904883,0.0946936052240823
"15",0.186905189166309,0.280883876108802,0.0766036320822552,NA,NA,NA,NA,NA,0.146719961266565,0.095721368440245
"17.5",0.161400029358577,0.275320731160835,0.0790213101562494,NA,NA,NA,NA,NA,0.17138532320397,0.104411690611743
"20",0.200463425481449,0.282250482537316,0.0660460586071296,NA,NA,NA,NA,NA,0.173506716006151,0.0998218444932908
"22.5",0.223932591582753,0.30571757243611,0.0620829767377205,NA,NA,NA,NA,NA,0.214852674369999,0.114392958078818
"25",0.212223844210504,0.289304315162159,0.0631408534686794,NA,NA,NA,NA,NA,0.199974351531332,0.138614953308345
"27.5",0.238891085996328,0.275101273594558,0.0716047430623485,NA,NA,NA,NA,NA,0.228457371888613,0.138239952838235
"30",0.256747937572315,0.308050210023724,0.050938901890134,NA,NA,NA,NA,NA,0.271903374451905,0.130009396712427
"32.5",0.280982271094444,0.279287578724372,0.0372790434602165,NA,NA,NA,NA,NA,0.268811584764915,0.13752791844894
"35",0.280424709317045,0.225422894285592,0.029172739892483,NA,NA,NA,NA,NA,0.282351352920175,0.142159654047691
"37.5",0.295781719368385,0.294278670295084,0.0344214998241764,NA,NA,NA,NA,NA,0.312594471813879,0.126605109369085
"40",0.277161509103884,0.27325395108322,0.0602765811212177,NA,NA,NA,NA,NA,0.285925674958934,0.141143432313917
